3136,9a74acdffbee35ad.jpg,186,16,14,34144,5213,,,,r,g,b
3832,42912153cba51c7e.jpg,131,122,117,-11412,43949,,,,,,
252,ab3e9ac4e8093c08.jpg,142,134,115,-11017,43950,,,,,,
2343,6fc47d63733aba31.jpg,121,115,113,-11353,43950,,,,,,
1853,deaafd6ff4ebc418.jpg,107,106,104,-10603,43956,,,,,,
4847,8d2beac8adb4088c.jpg,107,107,103,-10609,43962,,,,,,
2317,6e65246a225f255d.jpg,129,120,117,-11448,43965,,,,,,
627,60c38c1f3c5043cf.jpg,148,126,129,-10613,43966,,,,,,
180,79083da149309142.jpg,89,95,86,-8500,43977,,,,,,
293,49abd9c8c13477a6.jpg,109,116,96,-10791,43988,,,,,,
960,4420025f6d6ab706.jpg,120,114,113,-11365,43990,,,,,,
3555,68f8acbfdcff8256.jpg,49,34,20,845,43992,,,,,,
2312,e89ebb66d3e547d4.jpg,57,55,42,-1540,43993,,,,,,
2658,5279aac6d95cbf5e.jpg,117,118,105,-11260,43993,,,,,,
4904,e456b97c9d61ff57.jpg,112,109,108,-11001,43994,,,,,,
762,a99cdcaf962a6e3e.jpg,89,104,75,-8520,43997,,,,,,
3078,dd524cdb2e8652cf.jpg,137,128,117,-11304,43997,,,,,,
3642,081b5acdf94c392a.jpg,137,128,117,-11304,43997,,,,,,
4434,856f1e2dc9061322.jpg,115,120,100,-11175,44000,,,,,,
1886,0afdc9af559cc794.jpg,75,71,81,-5977,44002,,,,,,
111,507979c38170b9e8.jpg,154,131,129,-10086,44003,,,,,,
3213,56136a5dd78b5454.jpg,74,93,51,-5774,44011,,,,,,
118,baa921f3b5c80cbe.jpg,109,109,104,-10816,44013,,,,,,
3488,7148fe6b6643b939.jpg,109,109,104,-10816,44013,,,,,,
4264,7c22828b2936e9f2.jpg,109,109,104,-10816,44013,,,,,,
765,67d17dfa1315ef14.jpg,102,102,101,-10201,44014,,,,,,
1313,bc91bc871230c5b1.jpg,70,70,70,-4900,44025,,,,,,
4025,233bc9d5f5587098.jpg,100,100,100,-10000,44025,,,,,,
2439,b16b5c246439969f.jpg,56,49,45,-1290,44027,,,,,,
4866,c4837e76d6ce7946.jpg,115,113,108,-11208,44033,,,,,,
3834,5eade259459cffa1.jpg,149,124,132,-10599,44036,,,,,,
1870,ddc7660104909d7a.jpg,139,130,117,-11268,44045,,,,,,
1462,0197df7725980004.jpg,130,126,112,-11520,44045,,,,,,
2243,e358d000b57bed27.jpg,102,126,69,-10233,44046,,,,,,
2248,20a195132c2fa3fb.jpg,92,93,94,-9021,44054,,,,,,
1303,b22b89073480191e.jpg,127,123,112,-11544,44057,,,,,,
3389,6977321487797845.jpg,111,107,109,-11009,44066,,,,,,
4742,618dbeb8fb32291f.jpg,119,109,117,-11409,44066,,,,,,
4425,8afc1c135209524a.jpg,86,91,85,-8110,44067,,,,,,
1590,10b09438620fd5b0.jpg,106,121,85,-10630,44067,,,,,,
925,f0a8b1d9fc15bf40.jpg,125,120,113,-11544,44069,,,,,,
4176,87e30e5f48f971be.jpg,125,120,113,-11544,44069,,,,,,
3219,618eb7d181ab1ae8.jpg,111,110,106,-11015,44072,,,,,,
4464,86bee02b0cd03c73.jpg,98,102,95,-9825,44078,,,,,,
2742,c12e3f06e48504bf.jpg,131,128,111,-11544,44081,,,,,,
4505,57f0aabaf96666cc.jpg,114,120,99,-11205,44082,,,,,,
2622,081d07c271bf7a9e.jpg,147,136,118,-10811,44084,,,,,,
305,6c63e64ec0efe9b7.jpg,53,42,39,-476,44089,,,,,,
2303,ca481bfb0010fc75.jpg,62,60,57,-3005,44098,,,,,,
2399,6b1287edcd1b0a7e.jpg,87,102,74,-8311,44104,,,,,,
833,843a3e70bd9293da.jpg,80,78,86,-7080,44105,,,,,,
2405,ccc3f0bc6500081c.jpg,93,94,95,-9212,44105,,,,,,
3340,e4f3efefa52da413.jpg,111,113,103,-11057,44114,,,,,,
72,0fada83d41fbde5d.jpg,103,102,103,-10404,44117,,,,,,
195,99c0e560dacdbdc0.jpg,60,28,73,-2513,44138,,,,,,
283,84de14e092404f46.jpg,128,127,109,-11626,44139,,,,,,
1403,9a722501de7f195f.jpg,109,115,98,-10948,44145,,,,,,
1140,992a9be101bace8c.jpg,108,112,100,-10880,44153,,,,,,
1231,48800c620634712b.jpg,90,91,93,-8830,44155,,,,,,
3553,22aeea3f233013d0.jpg,113,112,107,-11224,44157,,,,,,
4328,8ca23520b3cfb811.jpg,111,120,95,-11104,44161,,,,,,
1448,7f935875e0ea47ec.jpg,154,139,121,-10246,44163,,,,,,
1589,3cfe77a06e1d8c02.jpg,77,79,79,-6553,44166,,,,,,
4275,917848db27854b0e.jpg,135,142,98,-11543,44168,,,,,,
952,a29e776816254a56.jpg,80,89,75,-7146,44171,,,,,,
1859,b499182ee39701e0.jpg,174,143,131,-7334,44171,,,,,,
3884,2678adb3c12a15af.jpg,156,136,126,-10036,44173,,,,,,
144,ffb9b10df6cad5c4.jpg,165,143,125,-8849,44174,,,,,,
2613,af8fe8f491807b09.jpg,132,122,119,-11621,44174,,,,,,
1473,c8d422cef78d2c31.jpg,140,134,114,-11352,44177,,,,,,
2077,d33d245db6b52284.jpg,127,127,108,-11664,44177,,,,,,
2588,98ade89fcde5563b.jpg,66,67,63,-4102,44179,,,,,,
1079,b857843135d86fb3.jpg,73,85,62,-5740,44193,,,,,,
1053,2181155085d033be.jpg,150,137,120,-10669,44194,,,,,,
4503,88021d6ee3198f6e.jpg,137,126,120,-11507,44200,,,,,,
1798,593e594137f374ab.jpg,76,78,78,-6392,44209,,,,,,
731,6b392cc009c6d4d4.jpg,130,123,116,-11685,44210,,,,,,
722,5237342383d58a77.jpg,111,121,94,-11156,44213,,,,,,
4022,4f818c006da84c9e.jpg,81,84,83,-7384,44221,,,,,,
1056,831df06a5b420f8a.jpg,109,109,105,-11025,44222,,,,,,
468,c09db55924bd9027.jpg,81,85,82,-7388,44225,,,,,,
516,11bec52dc74930ea.jpg,106,118,90,-10788,44225,,,,,,
2974,ee4dfe4e532ae5d6.jpg,130,124,115,-11701,44226,,,,,,
867,81b09b9a428ee5b1.jpg,128,121,116,-11713,44226,,,,,,
3330,92f057f9c9625c93.jpg,100,102,99,-10205,44230,,,,,,
1205,1ccb03c876eb28d9.jpg,86,91,86,-8281,44238,,,,,,
2612,71800dde3caa1407.jpg,88,107,70,-8605,44238,,,,,,
3322,c6396d888c27c565.jpg,107,117,93,-10889,44242,,,,,,
437,4ab336cab2aa7766.jpg,83,90,81,-7772,44245,,,,,,
828,8621085de85e2f31.jpg,126,137,94,-11729,44246,,,,,,
1974,f4f9aa5d2f34e408.jpg,106,105,105,-10814,44251,,,,,,
1687,f3566db580a98c0f.jpg,203,157,130,-340,44253,,,,,,
1197,2c8cb404d5678be2.jpg,126,117,118,-11737,44254,,,,,,
1546,57319af99af9e693.jpg,126,119,116,-11741,44258,,,,,,
4857,39d9a6ffcc7af043.jpg,106,107,103,-10822,44259,,,,,,
2142,67fc2c97c52d602e.jpg,75,76,78,-6235,44260,,,,,,
3696,db2682e944a9915c.jpg,104,108,99,-10649,44266,,,,,,
2042,be9d62c9b020fa6b.jpg,66,72,58,-4192,44269,,,,,,
2211,a95d1da22bac1cfe.jpg,87,93,86,-8476,44269,,,,,,
159,9b35b4b811167901.jpg,106,108,102,-10832,44269,,,,,,
931,345ea0c65fe692ed.jpg,107,98,113,-10924,44277,,,,,,
202,4dfe452fc37afa11.jpg,88,93,88,-8649,44282,,,,,,
1350,b5439efb9e9b7bd0.jpg,108,105,108,-11025,44298,,,,,,
2061,98f0adafbc43f18e.jpg,108,108,105,-11025,44298,,,,,,
895,9a1b3888d94a5cf4.jpg,146,136,118,-11104,44301,,,,,,
1848,13a16e381bf665ca.jpg,114,110,111,-11425,44302,,,,,,
3813,99200bc11b5412b1.jpg,94,104,87,-9549,44306,,,,,,
4012,f438a90b12c1ab0c.jpg,64,73,50,-3733,44310,,,,,,
397,b05924d7e0938e1e.jpg,89,89,94,-8836,44313,,,,,,
1646,14f1b6583e008601.jpg,57,53,48,-1864,44317,,,,,,
217,9617a823ebb6ed65.jpg,101,102,101,-10404,44321,,,,,,
4835,cae2992c2cea282e.jpg,103,103,103,-10609,44322,,,,,,
4125,c5cf9fc87a2c912c.jpg,77,79,80,-6712,44325,,,,,,
2615,b432faf15a0af169.jpg,114,114,107,-11449,44326,,,,,,
3894,34ab18b017f4321d.jpg,124,120,113,-11793,44330,,,,,,
4957,40d1c12e3fd0ce06.jpg,99,100,100,-10199,44336,,,,,,
2515,92f7acdfc2152206.jpg,123,117,115,-11785,44338,,,,,,
3278,fa2cd67ccc7e5f8e.jpg,90,94,91,-9017,44342,,,,,,
1721,a5d472f1030b942f.jpg,177,156,118,-6931,44344,,,,,,
3384,1f3e4ab382d65abe.jpg,57,55,46,-1892,44345,,,,,,
2296,0c3faec726e97005.jpg,117,111,114,-11628,44361,,,,,,
3012,a41c6dc8aa7a305f.jpg,88,114,59,-8733,44366,,,,,,
1653,c7d781de6c020921.jpg,98,111,86,-10113,44366,,,,,,
4653,ab5dd6216ba1f754.jpg,61,60,56,-3015,44372,,,,,,
4166,35b9e7e4fa321438.jpg,107,106,106,-11023,44376,,,,,,
2830,24d24e968db6992f.jpg,134,132,111,-11789,44386,,,,,,
317,8849185475bd82b1.jpg,118,125,100,-11701,44394,,,,,,
3461,162e02fa54870391.jpg,76,74,83,-6589,44406,,,,,,
2916,ed833a41971e70fc.jpg,60,56,57,-2785,44410,,,,,,
3758,ae4580cd106bb09e.jpg,121,117,113,-11817,44414,,,,,,
2884,f011f6edb7c8e733.jpg,116,114,110,-11640,44417,,,,,,
2727,24c0dff91db05339.jpg,65,65,64,-4096,44421,,,,,,
1058,efde2a25c1c9c924.jpg,102,103,102,-10609,44422,,,,,,
2432,9fdf829563c0f284.jpg,102,102,103,-10609,44422,,,,,,
1502,daa860327f00d2b7.jpg,132,124,118,-11876,44429,,,,,,
814,00e8e1122ed9f31c.jpg,146,143,110,-11233,44430,,,,,,
4021,cba62e6391b8d6e1.jpg,112,110,109,-11437,44430,,,,,,
1663,f7352b5dba0f4daf.jpg,63,63,60,-3600,44433,,,,,,
2855,68361b71afde5a3f.jpg,66,66,66,-4356,44433,,,,,,
1741,284227f415eec091.jpg,99,93,107,-10297,44434,,,,,,
4599,78f219a9e20f1606.jpg,132,132,109,-11881,44434,,,,,,
2491,bf468578913c7368.jpg,126,108,127,-11917,44434,,,,,,
3324,9ca7c82d2536bc27.jpg,86,102,74,-8484,44441,,,,,,
3158,ea291cf93cac02f4.jpg,98,100,99,-10197,44450,,,,,,
4542,9cd44f55f109bfee.jpg,98,100,99,-10197,44450,,,,,,
1233,75dc82ce484c6022.jpg,120,116,113,-11825,44450,,,,,,
2138,1fd463c4e2f85245.jpg,109,111,104,-11256,44453,,,,,,
2551,c1d95a584b2eb6f9.jpg,112,113,106,-11461,44454,,,,,,
3723,54b313a90378af25.jpg,112,113,106,-11461,44454,,,,,,
1704,4fa5b0ff30b52c12.jpg,98,97,102,-10209,44462,,,,,,
3089,283dafebe225590d.jpg,115,112,111,-11640,44465,,,,,,
4349,91a55c3d357b3568.jpg,115,111,112,-11640,44465,,,,,,
362,740322a5823abadd.jpg,78,78,84,-7056,44469,,,,,,
439,cbcf988636ff2652.jpg,121,133,94,-11884,44481,,,,,,
3567,29971de3486c0882.jpg,84,101,71,-8186,44483,,,,,,
657,1137e8fdcdfb2976.jpg,128,123,115,-11970,44483,,,,,,
3794,d7d19122690c5b31.jpg,89,91,93,-9009,44486,,,,,,
147,789d3b1182b1e15e.jpg,92,100,89,-9457,44490,,,,,,
3907,691955a65ea03576.jpg,96,99,97,-9994,44491,,,,,,
587,d7df7ecce87abfa1.jpg,77,78,82,-6879,44492,,,,,,
1964,b6e2e94c47ebd241.jpg,77,82,78,-6879,44492,,,,,,
1111,3b7f4c0f1d1838f5.jpg,130,126,114,-11972,44497,,,,,,
487,753b73876af4f9b2.jpg,111,110,108,-11443,44500,,,,,,
1695,f6fabc232dd3d05e.jpg,111,110,108,-11443,44500,,,,,,
3958,5c137c9e9addd107.jpg,111,110,108,-11443,44500,,,,,,
4591,5c5e083a2b33c597.jpg,111,110,108,-11443,44500,,,,,,
898,933a08f18d40db2c.jpg,82,107,56,-7861,44514,,,,,,
4044,a668c83b783da350.jpg,112,116,103,-11521,44514,,,,,,
1151,69880145390e240c.jpg,71,74,72,-5619,44516,,,,,,
3765,f066c98ac3618365.jpg,71,72,74,-5619,44516,,,,,,
4439,ea1a481d08929f4c.jpg,173,156,116,-7863,44516,,,,,,
3820,d14658b78cec2cf7.jpg,71,71,75,-5625,44522,,,,,,
901,6f052d7008037a43.jpg,82,97,72,-7869,44522,,,,,,
276,90c0808938d275a6.jpg,74,82,71,-6289,44526,,,,,,
4842,b160fdbcb56bbced.jpg,128,131,106,-12013,44526,,,,,,
3582,b3947023bb1a31f8.jpg,55,51,44,-1512,44537,,,,,,
2757,c76fd1f8905308f5.jpg,99,102,99,-10404,44541,,,,,,
3922,133c79c011373d24.jpg,84,102,70,-8248,44545,,,,,,
1204,4d3ae29f88a99c80.jpg,105,105,105,-11025,44550,,,,,,
1463,c347df590190da01.jpg,105,105,105,-11025,44550,,,,,,
176,ab8bdb9782029aed.jpg,105,104,106,-11027,44552,,,,,,
4027,8b5d958c661e38ed.jpg,114,107,115,-11678,44555,,,,,,
1898,bbf50ddbb9d5564d.jpg,94,94,99,-9801,44558,,,,,,
3134,50522ba7f3dcecff.jpg,67,82,50,-4735,44568,,,,,,
1493,9015087513399a90.jpg,75,77,79,-6545,44570,,,,,,
1598,9a6f045922850e04.jpg,124,121,113,-12034,44571,,,,,,
2018,d52dcf9650c2154c.jpg,123,115,118,-12020,44573,,,,,,
1999,9f7963816508342a.jpg,92,107,81,-9546,44579,,,,,,
2885,34ed9240d81925bb.jpg,184,146,135,-5685,44582,,,,,,
425,060cb181e7f669c3.jpg,117,112,114,-11851,44584,,,,,,
984,2179db1861a5057d.jpg,113,111,110,-11652,44585,,,,,,
1105,2499021935fff88f.jpg,107,106,107,-11236,44589,,,,,,
2829,bdc72ed38ff9b4f0.jpg,113,112,109,-11656,44589,,,,,,
3165,754929351aaeee60.jpg,117,115,111,-11857,44590,,,,,,
4541,0af4ba8fd2a7e628.jpg,117,115,111,-11857,44590,,,,,,
55,40465af557b2f075.jpg,107,108,105,-11240,44593,,,,,,
4132,8f97c25001cb23ab.jpg,90,104,81,-9277,44602,,,,,,
2585,a037ba69d6910d9b.jpg,158,152,110,-10240,44613,,,,,,
4767,5e58244e8c2b53f8.jpg,57,54,50,-2167,44620,,,,,,
2072,390d279dd2f3c9ca.jpg,74,76,78,-6384,44621,,,,,,
1842,fdd021f2580e6eed.jpg,92,94,96,-9588,44621,,,,,,
2509,bf8a6e3a166eb22f.jpg,131,138,101,-12084,44621,,,,,,
4054,507f4f0db1f4fed7.jpg,102,102,104,-10816,44629,,,,,,
321,f4c9617a74e50025.jpg,122,112,120,-12060,44633,,,,,,
444,ab19df51ebf4aed6.jpg,122,120,112,-12060,44633,,,,,,
4618,5709361192ca4e66.jpg,116,113,112,-11857,44634,,,,,,
2901,76d2bcd33d01b581.jpg,108,115,99,-11362,44635,,,,,,
86,e7a5b155cc3d2cb2.jpg,60,78,23,-3013,44638,,,,,,
4555,65437e8300cb0109.jpg,104,105,104,-11025,44642,,,,,,
1327,0464ee3cb962d00a.jpg,167,150,120,-9011,44644,,,,,,
3025,db8c37105e01e1ba.jpg,109,108,108,-11447,44644,,,,,,
2274,956de88eec561f18.jpg,104,106,103,-11029,44646,,,,,,
2573,f964fbf0c85e0722.jpg,149,137,121,-11209,44646,,,,,,
922,4d50416ae9b368c1.jpg,112,110,110,-11656,44649,,,,,,
2287,43d3a09826497f98.jpg,153,145,115,-10841,44654,,,,,,
1911,e16ace1f990172cc.jpg,124,153,64,-12129,44666,,,,,,
829,57a195b110e42fc9.jpg,58,67,37,-2494,44667,,,,,,
3348,768b822518ac6b19.jpg,64,64,64,-4096,44673,,,,,,
1301,6fafc7fa638a9e66.jpg,68,98,10,-5080,44673,,,,,,
1740,4cc0ef3c4cc19492.jpg,106,106,106,-11236,44673,,,,,,
3900,566b00e0075d382e.jpg,106,106,106,-11236,44673,,,,,,
3189,83c17ce540e90f27.jpg,107,100,113,-11320,44673,,,,,,
4935,50496ba97eb2c9d9.jpg,129,120,120,-12159,44676,,,,,,
3804,f33465833686d690.jpg,53,43,45,-1065,44678,,,,,,
712,99bc0479c8bc7740.jpg,93,97,95,-9785,44678,,,,,,
4361,2c5531f7f0e26f51.jpg,60,66,48,-3060,44685,,,,,,
3256,1860db6bed254d06.jpg,96,99,98,-10189,44686,,,,,,
3174,2672ffde37dcdf5e.jpg,115,113,111,-11865,44690,,,,,,
3102,049e7e84b7055f7f.jpg,135,127,119,-12065,44690,,,,,,
1839,c9de33c4be071d2e.jpg,143,135,118,-11700,44693,,,,,,
941,53921fc4d72f04d6.jpg,116,107,118,-11917,44694,,,,,,
2714,06d9a14967916c6a.jpg,115,110,114,-11871,44696,,,,,,
1100,b03a40a20e7491be.jpg,138,127,122,-11969,44702,,,,,,
531,7fb7af9ec65b43b3.jpg,73,90,59,-6252,44705,,,,,,
4514,25fca47102168a32.jpg,120,119,111,-12082,44707,,,,,,
3548,9954a42571827ee4.jpg,135,128,118,-12083,44708,,,,,,
2726,28d7d149a2769b2d.jpg,195,171,109,-3097,44722,,,,,,
2782,e07448d88ae26bfc.jpg,108,109,106,-11453,44726,,,,,,
3742,7bf3b9bdc0b0144b.jpg,108,109,106,-11453,44726,,,,,,
1548,838080dd2c93d1b3.jpg,126,120,117,-12213,44730,,,,,,
942,baf2f7990d424326.jpg,101,104,101,-10816,44733,,,,,,
645,306663933be99f85.jpg,103,104,104,-11023,44736,,,,,,
3155,44dba1c853605435.jpg,77,88,73,-7144,44757,,,,,,
2408,235c83322fba0969.jpg,113,127,92,-11824,44757,,,,,,
4242,9ac6349938c19daa.jpg,86,91,89,-8806,44763,,,,,,
4224,9268b2e1b1192f3c.jpg,118,115,113,-12070,44763,,,,,,
604,7271c0ad08c44201.jpg,192,161,122,-3941,44774,,,,,,
3010,2cd2dd66348aca49.jpg,161,138,130,-10023,44780,,,,,,
4347,c4f2acac4915db05.jpg,110,111,107,-11670,44795,,,,,,
1169,99c151bc3046dca0.jpg,139,132,118,-12027,44804,,,,,,
1843,25483760fdc9dc67.jpg,97,104,95,-10432,44805,,,,,,
2713,fb44fbe7b68a3f5b.jpg,95,98,98,-10183,44808,,,,,,
3974,72940c75c2396988.jpg,103,110,98,-11095,44808,,,,,,
3841,241fa3a6aabc7381.jpg,117,114,113,-12076,44809,,,,,,
204,f01655a454bf00e9.jpg,94,103,91,-10054,44811,,,,,,
304,3baffe5722834bf6.jpg,82,93,79,-8166,44819,,,,,,
2739,fc35f7f7ed975c5b.jpg,117,116,111,-12088,44821,,,,,,
1706,79fee706fe55818f.jpg,61,60,60,-3479,44836,,,,,,
1694,e749101cfa640ac6.jpg,181,131,149,-6601,44838,,,,,,
2940,ff65f0f17ca3f0c3.jpg,104,104,106,-11236,44853,,,,,,
583,cfd164076f6122e9.jpg,122,120,113,-12285,44858,,,,,,
4642,00e65d13159b498b.jpg,51,35,45,-649,44866,,,,,,
396,03f1ef1359dbf0c1.jpg,155,135,129,-10841,44866,,,,,,
1359,ca5c310bba58bf91.jpg,93,97,96,-9976,44869,,,,,,
1891,f3cfa3ad09945dea.jpg,112,111,110,-11877,44870,,,,,,
1807,6106517c7d5cd2d1.jpg,121,117,115,-12273,44870,,,,,,
891,17f698ec871569ca.jpg,112,112,109,-11881,44874,,,,,,
2110,fe8436170ddfcf8f.jpg,96,97,101,-10394,44891,,,,,,
167,da7985b88a70558e.jpg,120,117,114,-12285,44910,,,,,,
4899,cfe32b91b602df95.jpg,76,86,74,-7096,44913,,,,,,
3175,0872e68386e83a83.jpg,129,119,122,-12404,44921,,,,,,
1522,4cebfdcf62047162.jpg,100,109,95,-10906,44931,,,,,,
4045,b881fd6392bbf59c.jpg,160,145,122,-10309,44934,,,,,,
146,a0332dbf3907cb5e.jpg,110,122,95,-11809,44934,,,,,,
1163,2b97f5bf137ee8d1.jpg,101,104,102,-11019,44936,,,,,,
1200,ebcefa7e8121769d.jpg,111,110,110,-11879,44936,,,,,,
3082,7ac8c4f72fda177f.jpg,62,62,62,-3844,44937,,,,,,
3166,ddcbd4d2a0f13b1b.jpg,131,126,117,-12404,44941,,,,,,
3490,71ae36b8e0edf705.jpg,111,108,112,-11887,44944,,,,,,
4838,ac06dd4b9ae41c80.jpg,101,106,100,-11035,44952,,,,,,
3612,2d1541435b200bbc.jpg,115,117,108,-12128,44953,,,,,,
748,2ecac85f7dca3ed6.jpg,124,127,108,-12417,44954,,,,,,
3464,9d7e12b5a528f92a.jpg,138,128,122,-12224,44957,,,,,,
3181,3851e65708adc31e.jpg,127,123,116,-12456,44969,,,,,,
3126,792fe05792794a5e.jpg,114,111,113,-12094,44971,,,,,,
2584,9b00cf19b6ebd6ec.jpg,66,76,59,-4901,44978,,,,,,
1750,3b43852e739860d8.jpg,82,93,80,-8325,44978,,,,,,
2545,38b899565f598adc.jpg,128,125,115,-12466,44979,,,,,,
3261,7611a13aa09c19f3.jpg,128,125,115,-12466,44979,,,,,,
2734,d2b3b488af77144d.jpg,143,137,117,-12009,45002,,,,,,
2135,b38354f62093ee73.jpg,139,144,104,-12231,45008,,,,,,
408,85f7b5e14866c5e0.jpg,88,95,90,-9381,45014,,,,,,
2098,09f85d04c5ee7293.jpg,105,125,83,-11489,45014,,,,,,
1266,86a0f9bddbe0fbf0.jpg,107,107,108,-11664,45017,,,,,,
2052,3a17fe11565e826d.jpg,107,107,108,-11664,45017,,,,,,
2879,42e5745d9f2421f7.jpg,161,136,133,-10264,45021,,,,,,
1418,5f7cc6a47b788cf5.jpg,125,123,114,-12500,45025,,,,,,
1716,030c35e683f00ad8.jpg,70,73,74,-5905,45030,,,,,,
2914,506b1b6af8c05ed1.jpg,106,115,98,-11593,45030,,,,,,
2389,aa6964433c4166d0.jpg,101,110,96,-11115,45032,,,,,,
4034,1713ee115f571a3d.jpg,100,103,102,-11013,45038,,,,,,
342,d989a04aadf53253.jpg,72,76,76,-6368,45041,,,,,,
3836,7571da16161ad020.jpg,67,65,74,-5212,45045,,,,,,
4581,5e6ff0ca93baad99.jpg,95,94,103,-10420,45045,,,,,,
3888,0afe84e0c397b6a0.jpg,125,124,113,-12520,45045,,,,,,
1511,28259300939a564e.jpg,120,124,107,-12425,45050,,,,,,
2980,905d3a5002005970.jpg,120,124,107,-12425,45050,,,,,,
2216,22013b39090f1c8f.jpg,103,112,97,-11344,45057,,,,,,
521,6148de607e99704f.jpg,64,65,66,-4485,45062,,,,,,
2372,b323df325fa99954.jpg,100,99,106,-11037,45062,,,,,,
4261,7834646cfe3c5914.jpg,114,119,105,-12190,45067,,,,,,
4260,e38665f0b813b50e.jpg,112,135,80,-12081,45074,,,,,,
847,1c92fdf4ef1959ef.jpg,65,67,67,-4753,45078,,,,,,
2891,d1a995e53123f606.jpg,109,109,109,-11881,45078,,,,,,
1720,b8b499f59de6e4dd.jpg,124,124,112,-12544,45081,,,,,,
261,bd6279cc498ac775.jpg,45,29,12,1040,45085,,,,,,
3080,66a342dcdafc7607.jpg,141,133,120,-12208,45085,,,,,,
2699,e91b1e66ab23faa6.jpg,95,105,92,-10464,45089,,,,,,
3132,0a41cda5f44baaf6.jpg,97,108,92,-10719,45092,,,,,,
3428,03ec8fbb1a525842.jpg,112,112,110,-12100,45093,,,,,,
353,fcaffd605f3248ec.jpg,106,106,108,-11664,45101,,,,,,
2085,843201a3f9d9f0b3.jpg,106,108,106,-11664,45101,,,,,,
3285,61ad317ddcfdb148.jpg,55,52,49,-2080,45105,,,,,,
1072,ba07507ac1e3c44b.jpg,88,100,85,-9481,45114,,,,,,
4195,b2e74cdc485cbbe2.jpg,63,70,58,-4295,45128,,,,,,
4745,02717d30304f4849.jpg,145,130,127,-12004,45129,,,,,,
2378,cead22907a34348b.jpg,125,127,110,-12604,45129,,,,,,
728,4e76464cd156798a.jpg,75,93,64,-7120,45145,,,,,,
868,5c94ada5de632733.jpg,59,59,57,-3249,45146,,,,,,
3334,130673e3f089f955.jpg,90,89,100,-9821,45146,,,,,,
4047,fa1f61dc0e8da39b.jpg,144,134,122,-12104,45161,,,,,,
2497,c274e026ac907eb9.jpg,76,80,82,-7348,45165,,,,,,
766,a46e404f4e113b49.jpg,135,121,127,-12545,45170,,,,,,
2751,56afb0cb25e9579b.jpg,70,82,65,-6049,45174,,,,,,
248,c5f57683c90ea67a.jpg,91,100,91,-10000,45177,,,,,,
2960,9b4f486921a7edc5.jpg,119,115,116,-12520,45177,,,,,,
3100,3cc673708046c5e2.jpg,122,133,99,-12606,45179,,,,,,
2925,dc7578b40b0d9628.jpg,119,114,117,-12524,45181,,,,,,
3684,32280bcdf40d1d8e.jpg,132,127,118,-12629,45182,,,,,,
702,1eb89a8ced859fe7.jpg,126,119,120,-12685,45202,,,,,,
2333,f7049ddd793c941e.jpg,55,52,50,-2179,45204,,,,,,
4212,c3d65ef2bfd92320.jpg,54,50,48,-1888,45205,,,,,,
1693,2605534652e55d60.jpg,129,126,116,-12691,45208,,,,,,
469,ade5126046904152.jpg,70,78,70,-6084,45209,,,,,,
2574,bd38f66e0eba7f18.jpg,138,129,122,-12481,45214,,,,,,
2736,24e4a46f7ce04aa6.jpg,56,52,54,-2484,45221,,,,,,
4119,2bc09629bf22cbdc.jpg,118,116,114,-12528,45221,,,,,,
517,defd8f4b30b3e1e1.jpg,107,108,108,-11879,45232,,,,,,
2055,a85f5ba0a94bf1c2.jpg,130,128,115,-12709,45234,,,,,,
3990,83627da213d86468.jpg,89,124,48,-9759,45236,,,,,,
682,45e2c1cd7dabc4a3.jpg,119,110,121,-12580,45237,,,,,,
4189,24015c93b1ad1f9b.jpg,181,141,141,-7001,45238,,,,,,
3809,a6c6a2970b19981d.jpg,67,77,63,-5409,45242,,,,,,
3495,48b9ec106c9a8aed.jpg,100,104,102,-11220,45245,,,,,,
4077,76b8e5c99b52d348.jpg,100,101,105,-11226,45251,,,,,,
781,5c93f7e184fa9c45.jpg,114,119,106,-12401,45278,,,,,,
1212,01408d986127ece3.jpg,63,86,32,-4451,45284,,,,,,
2450,66368d8f0c538ba7.jpg,141,131,123,-12409,45286,,,,,,
595,ce6190092486f811.jpg,109,110,109,-12100,45297,,,,,,
589,ca71009c2731a0c8.jpg,109,108,111,-12104,45301,,,,,,
1449,d433318681671032.jpg,144,146,108,-12244,45301,,,,,,
2282,a6cc7430b3c22072.jpg,141,132,122,-12427,45304,,,,,,
3887,378418c267f1ccad.jpg,123,122,114,-12751,45304,,,,,,
4796,18eb4df6d7ee6cbb.jpg,78,69,96,-7893,45306,,,,,,
719,eed4c401a6420501.jpg,110,117,103,-12198,45323,,,,,,
4013,0cc8f7b633931d43.jpg,141,133,121,-12449,45326,,,,,,
3932,7b1eec52a7a1797b.jpg,121,117,117,-12737,45334,,,,,,
1249,53e24ac993b6f69e.jpg,87,93,92,-9544,45337,,,,,,
3573,474d01057a719339.jpg,109,105,114,-12140,45337,,,,,,
443,9b2ff1c1eabfb091.jpg,108,134,76,-12068,45341,,,,,,
4540,d0ec91f114927bd5.jpg,172,165,106,-8877,45350,,,,,,
4363,edca6e493d4d80d1.jpg,128,130,111,-12837,45350,,,,,,
560,4f0449b10ef26c9b.jpg,121,120,114,-12755,45352,,,,,,
4662,52ad64cb60f0d7d5.jpg,99,101,104,-11216,45353,,,,,,
1626,8c441816f66c14db.jpg,125,138,97,-12828,45353,,,,,,
